#,tenure,tenure_cat,PhoneService,MultipleLines,MonthlyCharges,TotalCharges,Churn
738,70,Cat 7,1,0,101,7085.5,No
752,70,Cat 7,1,0,80.15,5600.15,No
801,70,Cat 7,1,1,75.65,5411.4,No
812,70,Cat 7,1,1,104,7250.15,Yes
820,70,Cat 7,1,1,88,5986.45,No
833,70,Cat 7,1,0,74.1,5222.3,No
1093,70,Cat 7,1,0,64.95,4523.25,No
1120,70,Cat 7,0,0,59.5,4144.8,No
1156,70,Cat 7,1,1,76.1,5264.25,No
1170,70,Cat 7,0,0,44.05,3011.65,No
1234,70,Cat 7,1,1,24.7,1685.9,No
1296,70,Cat 7,1,1,80.6,5460.2,No
1307,70,Cat 7,1,1,115.55,8127.6,Yes
1380,70,Cat 7,0,0,44.6,3058.15,No
1423,70,Cat 7,1,1,113.05,7869.05,No
1600,70,Cat 7,1,0,80.4,5717.85,No
1691,70,Cat 7,1,1,97.55,6669.05,No
1922,70,Cat 7,1,1,85.95,5931.75,No
1948,70,Cat 7,1,1,90.25,6385.95,No
2010,70,Cat 7,1,1,79.25,5731.85,No
2080,70,Cat 7,1,1,106.05,7554.05,No
2165,70,Cat 7,1,0,101.1,6994.8,No
2216,70,Cat 7,0,0,49.85,3370.2,No
2229,70,Cat 7,1,1,104.45,7349.35,No
2265,70,Cat 7,1,1,114.95,7711.25,No
2462,70,Cat 7,1,0,19.7,1341.5,No
2503,70,Cat 7,1,1,26.05,1856.4,No
2536,70,Cat 7,1,1,92.2,6474.45,No
2541,70,Cat 7,1,1,111.95,7795.95,No
2637,70,Cat 7,1,1,113,7987.6,No
2654,70,Cat 7,1,0,75.35,5437.75,No
2860,70,Cat 7,1,1,88.55,6306.5,No
2880,70,Cat 7,1,1,102.95,7101.5,Yes
3118,70,Cat 7,1,1,107.9,7475.85,No
3130,70,Cat 7,1,1,95,6602.9,No
3134,70,Cat 7,0,0,51.05,3635.15,No
3221,70,Cat 7,1,1,77.3,5498.2,No
3410,70,Cat 7,1,1,113.65,7714.65,No
3423,70,Cat 7,0,0,58.35,4214.25,No
3433,70,Cat 7,1,1,94.8,6859.05,No
3451,70,Cat 7,1,1,104.8,7308.95,No
3454,70,Cat 7,1,1,97.65,6982.5,No
3481,70,Cat 7,1,0,19.85,1433.8,No
3509,70,Cat 7,1,1,113.65,7939.25,No
3518,70,Cat 7,1,0,109.5,7534.65,Yes
3548,70,Cat 7,1,1,90.05,6333.4,No
3607,70,Cat 7,1,1,101.75,7069.3,No
3652,70,Cat 7,1,0,19.55,1462.05,No
3863,70,Cat 7,1,1,25.4,1782.05,No
3936,70,Cat 7,1,0,19.85,1328.35,No
3952,70,Cat 7,1,1,79.15,5536.5,No
3993,70,Cat 7,1,1,84.7,5991.05,No
3994,70,Cat 7,1,1,66,4891.5,No
4045,70,Cat 7,1,1,84.8,5917.55,No
4077,70,Cat 7,1,1,99.35,6944.5,No
4111,70,Cat 7,1,0,67.95,4664.15,No
4197,70,Cat 7,1,1,24.05,1764.75,No
4257,70,Cat 7,1,1,26,2006.95,No
4399,70,Cat 7,1,1,68.95,4858.7,No
4430,70,Cat 7,1,1,79.7,5743.3,No
4453,70,Cat 7,1,0,86.45,5950.2,No
4513,70,Cat 7,1,1,75.5,5212.65,No
4583,70,Cat 7,1,1,90.15,6237.05,No
4662,70,Cat 7,1,1,89,6293.2,No
4689,70,Cat 7,1,1,90.85,6470.1,No
4920,70,Cat 7,0,0,39.15,2692.75,No
5201,70,Cat 7,1,1,106.5,7397,No
5246,70,Cat 7,1,0,20.15,1411.2,No
5255,70,Cat 7,1,1,114.75,7842.3,No
5280,70,Cat 7,1,1,25.15,1790.15,No
5315,70,Cat 7,0,0,64.55,4504.9,No
5364,70,Cat 7,1,1,25.35,1715.15,No
5421,70,Cat 7,1,1,114.3,8244.3,No
5442,70,Cat 7,1,1,65.3,4759.75,Yes
5509,70,Cat 7,1,1,25.15,1940.85,No
5512,70,Cat 7,1,1,76.95,5289.8,No
5549,70,Cat 7,1,1,24.25,1724.15,No
5556,70,Cat 7,1,0,19.8,1378.75,No
5573,70,Cat 7,1,1,74.8,5315.8,No
5576,70,Cat 7,1,1,78.35,5445.95,No
5580,70,Cat 7,1,1,93.9,6579.05,Yes
5655,70,Cat 7,1,0,105.35,7511.9,No
5698,70,Cat 7,1,1,109.5,7674.55,Yes
5711,70,Cat 7,1,1,110.5,7752.05,No
5728,70,Cat 7,1,1,110.2,7689.8,No
5820,70,Cat 7,1,1,115.15,8250,No
5842,70,Cat 7,0,0,45.25,3264.45,Yes
5905,70,Cat 7,1,1,98.9,6838.6,No
5949,70,Cat 7,1,0,84.6,5706.2,No
6039,70,Cat 7,1,1,114.2,7723.9,Yes
6064,70,Cat 7,1,0,19.2,1401.4,No
6219,70,Cat 7,0,0,58.4,4113.15,No
6229,70,Cat 7,1,1,64.95,4551.5,No
6279,70,Cat 7,1,1,104.3,7188.5,No
6329,70,Cat 7,1,1,89.75,6367.2,No
6368,70,Cat 7,0,0,48.4,3442.8,No
6391,70,Cat 7,1,0,106.15,7475.1,No
6437,70,Cat 7,1,0,79.6,5589.45,No
6504,70,Cat 7,0,0,60.35,4138.7,No
6529,70,Cat 7,1,0,20.35,1458.1,No
6538,70,Cat 7,1,1,115.65,7968.85,Yes
6567,70,Cat 7,1,1,116.55,8152.3,No
6578,70,Cat 7,1,1,72.95,5265.55,No
6721,70,Cat 7,1,1,84.1,5979.7,No
6750,70,Cat 7,1,1,79.4,5528.9,No
6800,70,Cat 7,1,1,111.15,7737.55,No
6806,70,Cat 7,1,1,105.55,7195.35,No
6911,70,Cat 7,1,1,114.6,7882.5,No
6946,70,Cat 7,1,1,98.3,6859.5,Yes
6979,70,Cat 7,1,1,80.7,5617.95,No
16,69,Cat 7,1,1,113.25,7895.15,No
50,69,Cat 7,1,1,64.15,4254.1,No
166,69,Cat 7,1,0,19.9,1363.45,No
193,69,Cat 7,1,0,19.75,1375.4,No
325,69,Cat 7,0,0,60.05,4176.7,No
403,69,Cat 7,1,1,99.45,7007.6,Yes
505,69,Cat 7,1,1,79.45,5502.55,No
539,69,Cat 7,1,0,95.65,6744.2,No
1108,69,Cat 7,1,1,24.25,1641.8,No
1109,69,Cat 7,1,1,24.6,1678.05,No
1214,69,Cat 7,1,0,20.2,1412.65,No
1265,69,Cat 7,1,0,95.2,6671.7,No
1304,69,Cat 7,1,0,19.7,1396.9,No
1333,69,Cat 7,1,1,23.95,1713.1,No
1476,69,Cat 7,1,1,105.4,6998.95,No
1535,69,Cat 7,1,0,19.8,1436.95,No
1537,69,Cat 7,1,0,75.75,5388.15,No
1605,69,Cat 7,1,1,95.75,6511.25,No
1620,69,Cat 7,1,1,81.5,5553.25,No
1707,69,Cat 7,1,1,97.65,6743.55,No
1846,69,Cat 7,0,0,35.75,2492.25,No
1909,69,Cat 7,1,0,19.95,1399.35,No
1968,69,Cat 7,1,1,78.6,5356.45,Yes
1987,69,Cat 7,1,1,93.3,6398.05,No
2046,69,Cat 7,1,1,110.5,7455.45,No
2050,69,Cat 7,1,1,85.4,5869.4,No
2052,69,Cat 7,1,0,19.4,1346.2,No
2101,69,Cat 7,1,1,99.5,6841.45,No
2190,69,Cat 7,1,1,24.45,1718.2,No
2211,69,Cat 7,1,1,104,7028.5,No
2246,69,Cat 7,1,1,105.35,7240.65,No
2288,69,Cat 7,1,1,108.4,7318.2,Yes
2299,69,Cat 7,1,1,79.2,5420.65,No
2371,69,Cat 7,1,1,112.55,7806.5,No
2477,69,Cat 7,1,0,84.7,5878.9,No
2535,69,Cat 7,1,1,107.2,7317.1,No
2685,69,Cat 7,1,1,105.2,7386.05,No
2758,69,Cat 7,1,1,84.45,5848.6,No
2927,69,Cat 7,1,1,116,8182.85,No
2998,69,Cat 7,1,1,89.95,6143.15,Yes
3121,69,Cat 7,1,1,24.95,1718.35,No
3161,69,Cat 7,0,0,46.25,3121.4,No
3284,69,Cat 7,1,0,20.35,1442.65,No
3305,69,Cat 7,1,1,109.95,7634.25,No
3420,69,Cat 7,1,0,92.15,6480.9,No
3615,69,Cat 7,0,0,60.25,4055.5,No
3617,69,Cat 7,1,0,87.3,6055.55,No
3706,69,Cat 7,1,1,61.4,4059.85,No
3708,69,Cat 7,1,0,19.9,1356.7,No
3715,69,Cat 7,1,0,59.75,4069.9,No
3814,69,Cat 7,1,1,105,7297.75,No
3998,69,Cat 7,1,0,61.45,4131.2,No
4190,69,Cat 7,1,1,73.7,4885.85,No
4209,69,Cat 7,0,0,60.8,4263.4,No
4228,69,Cat 7,1,0,80.65,5542.55,No
4248,69,Cat 7,1,0,106.35,7261.75,No
4317,69,Cat 7,1,1,90.65,6322.1,No
4346,69,Cat 7,1,0,20.55,1403.1,No
4396,69,Cat 7,1,1,103.95,7446.9,Yes
4585,69,Cat 7,1,1,74.1,5031,No
4624,69,Cat 7,1,1,95.35,6382,No
4685,69,Cat 7,1,0,104.05,7262,Yes
4730,69,Cat 7,0,0,54.95,3772.5,No
4773,69,Cat 7,1,0,59.1,4134.7,No
4844,69,Cat 7,1,0,20.2,1376.5,No
4853,69,Cat 7,1,0,20.3,1356.3,No
5003,69,Cat 7,0,0,43.95,2960.1,No
5259,69,Cat 7,1,1,104.7,7220.35,Yes
5265,69,Cat 7,0,0,29.8,2134.3,No
5269,69,Cat 7,1,1,86.9,6194.1,No
5274,69,Cat 7,1,0,20.15,1337.5,No
5309,69,Cat 7,1,0,82.45,5555.3,No
5322,69,Cat 7,1,0,106.4,7251.9,No
5350,69,Cat 7,1,1,114.35,7665.8,No
5485,69,Cat 7,1,1,99.35,6856.45,No
5718,69,Cat 7,0,0,56.55,3952.65,No
5741,69,Cat 7,0,0,39.1,2779.5,No
5753,69,Cat 7,1,1,26,1796.55,No
5773,69,Cat 7,1,1,81.95,5601.4,No
5822,69,Cat 7,1,1,26.3,1763.55,No
5891,69,Cat 7,1,1,85.35,5897.4,No
5916,69,Cat 7,1,0,19.1,1268.85,No
6102,69,Cat 7,1,1,110.25,7467.55,No
6118,69,Cat 7,1,0,19.3,1447.9,No
6149,69,Cat 7,1,1,66.9,4577.9,No
6197,69,Cat 7,1,1,110.05,7430.75,No
6204,69,Cat 7,1,1,105.1,7234.8,No
6251,69,Cat 7,1,1,99.15,6875.35,No
6256,69,Cat 7,1,1,110.55,7610.1,No
6409,69,Cat 7,1,1,106.5,7348.8,Yes
6420,69,Cat 7,1,1,84.9,5785.65,No
6638,69,Cat 7,1,0,53.65,3804.4,No
6683,69,Cat 7,1,1,92.45,6460.55,No
6766,69,Cat 7,1,1,25.6,1673.4,No
6914,69,Cat 7,1,1,108.75,7493.05,No
105,68,Cat 7,1,1,110,7611.85,Yes
284,68,Cat 7,1,1,54.45,3687.75,No
304,68,Cat 7,0,0,60.3,4109,No
336,68,Cat 7,1,1,75.8,5293.95,Yes
338,68,Cat 7,1,1,88.15,6148.45,No
404,68,Cat 7,1,0,55.9,3848.8,No
430,68,Cat 7,1,1,58.25,3975.7,No
534,68,Cat 7,1,1,107.15,7379.8,No
638,68,Cat 7,1,1,70.9,4911.35,No
641,68,Cat 7,1,1,25.4,1620.2,No
657,68,Cat 7,1,1,88.85,6132.7,No
720,68,Cat 7,1,1,80.35,5589.3,No
792,68,Cat 7,1,1,76.9,5023,No
855,68,Cat 7,1,0,20.5,1424.9,No
929,68,Cat 7,1,1,103.75,7039.45,No
1037,68,Cat 7,1,1,114.7,7849.85,No
1264,68,Cat 7,1,1,89.6,6127.6,Yes
1507,68,Cat 7,0,0,54.1,3794.5,No
1577,68,Cat 7,1,0,60.65,3975.9,No
1587,68,Cat 7,1,1,109.05,7508.55,No
1630,68,Cat 7,1,0,70.95,4741.45,No
1639,68,Cat 7,1,1,84.4,5746.75,No
1660,68,Cat 7,1,1,70.8,4859.95,No
1715,68,Cat 7,1,1,76.75,5233.25,No
1759,68,Cat 7,1,0,20.05,1386.9,No
1774,68,Cat 7,1,0,19.35,1292.65,No
1786,68,Cat 7,1,1,92.2,6392.85,No
1896,68,Cat 7,1,1,86.5,5882.75,No
2152,68,Cat 7,1,1,24.15,1498.85,No
2342,68,Cat 7,1,1,114.9,7843.55,No
2422,68,Cat 7,0,0,39.9,2796.35,No
2490,68,Cat 7,1,1,78.45,5333.35,No
2697,68,Cat 7,0,0,38.9,2719.2,No
2814,68,Cat 7,1,1,24.55,1657.4,No
2884,68,Cat 7,1,1,25.75,1686.15,No
2918,68,Cat 7,1,0,19.95,1303.25,No
2929,68,Cat 7,1,0,95.1,6683.4,No
2934,68,Cat 7,1,1,24,1664.3,No
3034,68,Cat 7,1,1,110.8,7553.6,No
3090,68,Cat 7,1,0,82.45,5646.6,No
3123,68,Cat 7,1,0,19.5,1193.55,No
3125,68,Cat 7,1,0,82.85,5776.45,No
3200,68,Cat 7,1,1,25.5,1821.8,No
3219,68,Cat 7,1,0,79.6,5461.45,No
3262,68,Cat 7,1,0,85,5607.75,No
3300,68,Cat 7,1,1,117.2,8035.95,No
3340,68,Cat 7,1,1,88,6161.9,No
3356,68,Cat 7,1,1,90.2,6297.65,No
3378,68,Cat 7,1,1,25.05,1629.2,No
3398,68,Cat 7,1,1,91.7,6424.7,No
3416,68,Cat 7,1,1,83,5685.8,Yes
3505,68,Cat 7,1,0,19.95,1377.7,No
3553,68,Cat 7,1,1,102.1,7149.35,No
3705,68,Cat 7,1,1,73,5163,No
3871,68,Cat 7,0,0,54.4,3723.65,No
3895,68,Cat 7,1,1,118.6,7990.05,No
3964,68,Cat 7,1,0,19.6,1441.65,No
3965,68,Cat 7,1,1,111.75,7511.3,No
4033,68,Cat 7,1,1,84.65,5683.6,No
4068,68,Cat 7,1,0,79.6,5515.8,No
4070,68,Cat 7,1,0,99.55,6668,No
4084,68,Cat 7,1,1,100.2,6851.65,Yes
4179,68,Cat 7,0,0,56.4,3948.45,No
4247,68,Cat 7,1,1,110.2,7467.5,No
4345,68,Cat 7,1,1,80.65,5330.2,No
4380,68,Cat 7,1,1,89.95,5974.3,No
4448,68,Cat 7,1,1,107.7,7320.9,No
4457,68,Cat 7,1,1,24.95,1614.9,No
4473,68,Cat 7,1,0,80.35,5375.15,No
4567,68,Cat 7,1,0,100.3,6754.35,No
4596,68,Cat 7,1,1,85.3,5560,No
4755,68,Cat 7,1,1,25.25,1728.2,No
4969,68,Cat 7,0,0,53,3656.25,No
5055,68,Cat 7,1,0,54.45,3674.95,No
5181,68,Cat 7,0,0,64.35,4539.6,No
5185,68,Cat 7,1,1,84.7,5711.05,No
5240,68,Cat 7,1,0,105.75,7322.5,No
5292,68,Cat 7,1,1,86.45,5762.95,No
5423,68,Cat 7,1,0,62.65,4375.8,No
5532,68,Cat 7,0,0,44.8,2983.65,No
5582,68,Cat 7,1,1,113.15,7856,Yes
5615,68,Cat 7,1,1,85.5,5696.6,No
5766,68,Cat 7,1,1,96.55,6581.9,Yes
5950,68,Cat 7,0,0,44.95,3085.35,No
6017,68,Cat 7,1,1,108.45,7176.55,Yes
6033,68,Cat 7,1,1,105.3,7299.65,Yes
6091,68,Cat 7,1,0,103.25,7074.4,No
6195,68,Cat 7,1,1,83.65,5733.4,No
6333,68,Cat 7,1,0,105.25,7173.15,No
6356,68,Cat 7,1,1,110.25,7279.35,No
6548,68,Cat 7,0,0,41.95,2965.75,No
6573,68,Cat 7,1,1,90.8,6302.85,No
6590,68,Cat 7,1,1,25.8,1911.5,No
6714,68,Cat 7,1,1,95.9,6503.2,No
6730,68,Cat 7,1,0,72.95,4953.25,No
6745,68,Cat 7,1,1,101.35,7110.75,No
6874,68,Cat 7,1,1,89.05,6185.8,No
6943,68,Cat 7,1,0,20,1396,No
6948,68,Cat 7,1,1,101.05,6770.5,No
7029,68,Cat 7,1,0,64.1,4326.25,No
133,67,Cat 7,1,0,50.55,3260.1,No
256,67,Cat 7,0,0,59.55,4103.9,No
521,67,Cat 7,1,1,105.4,6989.45,No
884,67,Cat 7,1,1,111.25,7511.65,No
905,67,Cat 7,1,0,81.35,5398.6,No
1099,67,Cat 7,1,1,89.55,6038.55,No
1163,67,Cat 7,1,0,72.35,4991.5,No
1294,67,Cat 7,1,1,111.2,7530.8,No
1351,67,Cat 7,1,1,65.65,4322.85,No
1419,67,Cat 7,1,1,89.55,6373.1,No
1512,67,Cat 7,1,0,19.25,1372.9,No
1613,67,Cat 7,1,1,87.4,5918.8,Yes
1615,67,Cat 7,0,0,50.95,3521.7,No
1679,67,Cat 7,1,1,105.4,7035.6,No
1744,67,Cat 7,1,1,24.85,1583.5,No
1887,67,Cat 7,1,0,60.4,3953.7,No
1950,67,Cat 7,1,1,104.6,6885.75,No
1997,67,Cat 7,1,0,67.85,4627.65,No
1998,67,Cat 7,1,1,105.65,6717.9,No
2020,67,Cat 7,1,1,104.1,7040.85,Yes
2030,67,Cat 7,1,0,90.6,6056.15,Yes
2072,67,Cat 7,1,1,94.1,6302.8,No
2126,67,Cat 7,1,1,75.5,5229.45,No
2177,67,Cat 7,1,0,19.4,1284.2,No
2205,67,Cat 7,1,1,111.3,7482.1,Yes
2240,67,Cat 7,0,0,35.7,2545.7,No
2305,67,Cat 7,1,0,100.9,6733.15,No
2356,67,Cat 7,1,0,54.2,3838.2,No
2358,67,Cat 7,1,1,75.1,5064.45,No
2471,67,Cat 7,1,1,25.25,1733.15,No
2473,67,Cat 7,1,1,70.9,4677.1,No
2534,67,Cat 7,0,0,50.9,3281.65,No
2615,67,Cat 7,1,1,94.35,6341.45,Yes
2744,67,Cat 7,1,0,111.05,7321.05,No
2773,67,Cat 7,1,1,74,4868.4,No
2861,67,Cat 7,1,1,101.4,6841.05,No
2886,67,Cat 7,1,1,116.1,7839.85,No
2982,67,Cat 7,1,0,20.5,1430.95,No
3019,67,Cat 7,1,1,25.1,1672.15,No
3026,67,Cat 7,1,1,26.3,1688.9,No
3037,67,Cat 7,0,0,49.35,3321.35,No
3039,67,Cat 7,1,1,105.6,7112.15,No
3055,67,Cat 7,1,1,106.6,7244.7,No
3286,67,Cat 7,1,0,69.2,4671.65,No
3408,67,Cat 7,1,0,20.05,1263.05,No
3457,67,Cat 7,1,1,85.25,5714.2,No
3660,67,Cat 7,1,1,109.9,7332.4,No
3695,67,Cat 7,1,1,108.75,7156.2,Yes
3729,67,Cat 7,1,1,88.8,5903.15,No
3902,67,Cat 7,1,1,111.3,7567.2,No
3923,67,Cat 7,1,1,94.65,6079,No
3931,67,Cat 7,1,1,109.4,7281.6,No
4034,67,Cat 7,1,0,60.05,3994.05,No
4106,67,Cat 7,1,1,106.7,7009.5,No
4143,67,Cat 7,1,0,60.5,3870,No
4296,67,Cat 7,1,0,60.95,4119.4,No
4379,67,Cat 7,1,0,20.85,1327.4,No
4484,67,Cat 7,1,1,25.6,1784.9,No
4531,67,Cat 7,1,0,19.65,1335.2,No
4540,67,Cat 7,1,1,79.7,5293.4,Yes
4603,67,Cat 7,1,1,26.1,1759.55,No
4666,67,Cat 7,0,0,36.15,2434.45,No
4807,67,Cat 7,1,0,19.45,1195.95,No
4835,67,Cat 7,1,1,24.65,1620.45,No
4839,67,Cat 7,1,1,109.7,7344.45,No
5079,67,Cat 7,1,1,100.25,6689,No
5081,67,Cat 7,1,1,93.15,6368.2,No
5128,67,Cat 7,1,1,118.35,7804.15,Yes
5450,67,Cat 7,1,0,103.15,6895.5,No
5514,67,Cat 7,1,0,92.45,6140.85,No
5543,67,Cat 7,1,1,86.15,5883.85,No
5731,67,Cat 7,1,0,19.8,1311.3,No
5740,67,Cat 7,1,1,102.9,6989.7,No
5900,67,Cat 7,1,1,75.7,5060.85,No
5920,67,Cat 7,1,0,65.55,4361.55,No
6005,67,Cat 7,1,0,84.8,5598.3,No
6133,67,Cat 7,0,0,53.4,3579.15,No
6139,67,Cat 7,1,1,83.85,5588.8,No
6146,67,Cat 7,0,0,54.2,3623.95,No
6290,67,Cat 7,1,1,116.2,7752.3,Yes
6301,67,Cat 7,1,1,24.9,1680.25,No
6302,67,Cat 7,1,1,54.9,3725.5,No
6335,67,Cat 7,1,1,104,7039.05,No
6370,67,Cat 7,1,0,105.05,7171.7,No
6417,67,Cat 7,0,0,43.9,3097.2,No
6430,67,Cat 7,1,1,69.35,4653.25,No
6443,67,Cat 7,1,0,50.55,3431.75,No
6502,67,Cat 7,1,1,105.7,6816.95,No
6690,67,Cat 7,1,1,112.35,7388.45,No
6723,67,Cat 7,1,1,107.05,7142.5,No
6737,67,Cat 7,1,0,20.8,1411.9,No
6791,67,Cat 7,1,1,25.6,1790.35,No
6836,67,Cat 7,1,1,88.4,5798.3,No
6868,67,Cat 7,1,0,19.95,1311.75,No
6939,67,Cat 7,1,1,69.9,4615.9,No
6957,67,Cat 7,1,1,64.55,4250.1,No
7001,67,Cat 7,1,0,20.55,1343.4,No
7035,67,Cat 7,1,1,102.95,6886.25,Yes
58,66,Cat 7,1,1,108.45,7076.35,No
93,66,Cat 7,1,1,84,5714.25,No
104,66,Cat 7,0,0,45.55,3027.25,No
218,66,Cat 7,0,0,56.6,3789.2,No
343,66,Cat 7,1,1,67.45,4508.65,No
396,66,Cat 7,1,1,90.05,5965.95,No
603,66,Cat 7,1,1,74.25,4859.25,No
613,66,Cat 7,1,0,20.55,1357.1,No
618,66,Cat 7,1,1,102.85,6976.75,No
628,66,Cat 7,1,1,104.6,6819.45,No
701,66,Cat 7,1,1,63.3,4189.7,No
757,66,Cat 7,1,0,19.7,1253.8,No
859,66,Cat 7,1,1,89,5898.6,No
873,66,Cat 7,1,0,19.95,1269.1,No
1036,66,Cat 7,1,1,25.1,1697.7,No
1197,66,Cat 7,1,1,85.25,5538.35,No
1302,66,Cat 7,1,0,58.2,3810.8,No
1340,66,Cat 7,1,1,105,7133.25,Yes
1354,66,Cat 7,1,0,20.35,1359.5,No
1407,66,Cat 7,1,1,25.3,1673.8,No
1491,66,Cat 7,1,1,70.85,4738.85,No
1576,66,Cat 7,1,0,99.5,6710.5,Yes
1638,66,Cat 7,0,0,29.45,1983.15,No
1672,66,Cat 7,1,0,103.15,7031.3,No
1702,66,Cat 7,1,1,102.45,6615.15,Yes
1739,66,Cat 7,1,1,90.55,6130.95,No
1965,66,Cat 7,1,0,54.8,3465.7,No
2063,66,Cat 7,1,1,25.15,1683.6,No
2198,66,Cat 7,1,1,63.85,4264.6,No
2218,66,Cat 7,1,1,89.9,5958.85,No
2244,66,Cat 7,1,1,100.8,6690.75,No
2283,66,Cat 7,1,1,99.5,6822.15,Yes
2374,66,Cat 7,1,0,49.4,3251.85,No
2563,66,Cat 7,0,0,50.55,3364.55,No
2662,66,Cat 7,0,0,47.4,3177.25,No
2667,66,Cat 7,1,0,79.5,5196.1,No
2743,66,Cat 7,1,1,68.75,4447.55,No
2813,66,Cat 7,1,1,104.05,6890,Yes
2834,66,Cat 7,1,0,61.15,4017.45,No
2836,66,Cat 7,1,1,63.85,4174.35,No
2853,66,Cat 7,1,0,85.9,5595.3,No
2866,66,Cat 7,1,1,109.25,7082.5,No
3191,66,Cat 7,0,0,54.65,3632,No
3256,66,Cat 7,1,1,110.6,7210.85,No
3316,66,Cat 7,1,1,107.35,7051.95,No
3328,66,Cat 7,1,1,95.3,6273.4,No
3504,66,Cat 7,1,1,104.25,6860.6,No
3780,66,Cat 7,1,1,79.4,5154.6,Yes
3784,66,Cat 7,1,1,105.2,6936.85,No
3801,66,Cat 7,1,1,90.95,5930.05,No
3980,66,Cat 7,1,1,25.3,1672.35,No
3987,66,Cat 7,1,1,96.6,6424.25,No
4266,66,Cat 7,1,1,100.05,6871.9,Yes
4288,66,Cat 7,1,1,105.95,6975.25,Yes
4302,66,Cat 7,1,0,19.75,1344.5,No
4376,66,Cat 7,1,1,114.3,7383.7,No
4400,66,Cat 7,1,1,103.1,6595,No
4413,66,Cat 7,1,1,25.45,1699.15,No
4416,66,Cat 7,1,1,66.1,4428.45,No
4486,66,Cat 7,1,1,91.7,6075.9,No
4699,66,Cat 7,1,1,80.55,5265.1,Yes
4717,66,Cat 7,1,1,66.9,4370.25,No
4761,66,Cat 7,1,0,75.1,5013,No
4883,66,Cat 7,0,0,62.5,4136.4,No
4977,66,Cat 7,0,0,56.75,3708.4,No
5010,66,Cat 7,1,1,115.8,7942.15,No
5051,66,Cat 7,1,1,106.05,6981.35,Yes
5110,66,Cat 7,1,0,65.85,4097.05,No
5118,66,Cat 7,0,0,61.35,4193.4,No
5143,66,Cat 7,1,1,104.55,6779.05,No
5146,66,Cat 7,1,1,25.7,1714.55,No
5197,66,Cat 7,1,1,108.1,7238.6,No
5266,66,Cat 7,1,1,88.9,6000.1,No
5275,66,Cat 7,1,1,108.1,7181.95,No
5347,66,Cat 7,1,1,74.6,4798.4,No
5367,66,Cat 7,1,0,59.75,3996.8,No
5531,66,Cat 7,1,1,92.15,6056.9,No
5825,66,Cat 7,1,1,79.85,5234.95,No
5972,66,Cat 7,1,0,20,1374.2,No
6036,66,Cat 7,1,1,110.85,7491.75,Yes
6113,66,Cat 7,1,1,104.9,6891.45,No
6181,66,Cat 7,1,1,102.4,6471.85,No
6223,66,Cat 7,1,1,89.4,5976.9,No
6377,66,Cat 7,1,0,19.35,1240.8,No
6452,66,Cat 7,1,1,116.25,7862.25,No
6606,66,Cat 7,1,1,110.9,7432.05,Yes
6825,66,Cat 7,1,1,80.45,5224.35,Yes
6851,66,Cat 7,1,1,65.7,4378.9,No
7043,66,Cat 7,1,0,105.65,6844.5,No
94,65,Cat 7,1,1,111.05,7107,No
146,65,Cat 7,1,1,99.05,6416.7,No
219,65,Cat 7,1,1,84.2,5324.5,No
244,65,Cat 7,1,0,94.4,6126.15,No
548,65,Cat 7,1,1,105.05,6744.25,No
600,65,Cat 7,1,0,20.4,1414.45,No
610,65,Cat 7,1,1,105.25,6786.4,Yes
636,65,Cat 7,1,1,105.5,6985.65,Yes
664,65,Cat 7,1,1,69.55,4459.15,No
676,65,Cat 7,1,1,110.35,7246.15,No
707,65,Cat 7,1,0,59.6,3739.8,No
730,65,Cat 7,1,1,74.2,4805.65,No
765,65,Cat 7,1,0,19.9,1292.6,No
847,65,Cat 7,1,0,84.85,5459.2,No
939,65,Cat 7,1,1,108.05,7118.9,No
1414,65,Cat 7,1,1,94.55,6078.75,No
1436,65,Cat 7,1,1,109.4,7227.45,No
1585,65,Cat 7,0,0,53.5,3517.9,No
1606,65,Cat 7,1,0,19.55,1218.65,No
1662,65,Cat 7,1,1,108.8,7082.45,No
1776,65,Cat 7,1,1,109.05,7108.2,No
1827,65,Cat 7,1,1,90.65,5931,No
1841,65,Cat 7,1,1,108.65,6937.95,Yes
1858,65,Cat 7,1,0,58.9,3857.1,No
1914,65,Cat 7,1,1,95.5,6153.85,No
1951,65,Cat 7,1,1,91.85,5940.85,Yes
2068,65,Cat 7,1,1,103.15,6792.45,No
2278,65,Cat 7,1,1,109.15,6941.2,Yes
2322,65,Cat 7,1,1,95.45,6223.3,No
2540,65,Cat 7,1,1,26,1654.85,No
2567,65,Cat 7,1,1,91.55,5963.95,No
2595,65,Cat 7,1,1,107.65,7082.85,No
2634,65,Cat 7,1,1,100.15,6643.5,No
2811,65,Cat 7,1,1,103.9,6767.1,No
2970,65,Cat 7,1,1,109.3,7337.55,No
3054,65,Cat 7,1,1,104.1,6700.05,No
3238,65,Cat 7,1,0,19.85,1267.05,No
3270,65,Cat 7,1,1,24.8,1600.95,No
3279,65,Cat 7,1,1,79.4,5071.9,No
3389,65,Cat 7,1,0,55.15,3673.15,No
3452,65,Cat 7,1,0,70.95,4555.2,No
3475,65,Cat 7,1,1,85.75,5688.45,No
3477,65,Cat 7,1,1,100.75,6674.65,No
3829,65,Cat 7,1,0,19.35,1319.95,No
4153,65,Cat 7,1,1,76.15,4929.55,No
4164,65,Cat 7,1,1,67.05,4309.55,No
